District,Mandal,RBK,QTY(MTs),No Of Farmers,Amount(Rs),Season
PRAKASAM,KOMAROLE,REDDYCHERLA,1933.5,113,4157025,Kharif_2020
PRAKASAM,BESTAVARIPETA,BESTAVARIPETA2,57,9,122550,Kharif_2020
PRAKASAM,PCPALLI,TALAKONDAPADU,754,44,1621100,Kharif_2020
PRAKASAM,MARRIPUDI,PANNURU,776,48,1668400,Kharif_2020
PRAKASAM,PCPALLI,PEDAALAVALAPADU,207,15,445050,Kharif_2020
PRAKASAM,KOMAROLE,RAJUAPLEM,197.5,15,424625,Kharif_2020
PRAKASAM,GUDLURU,PURETIPALLI,250,9,537500,Kharif_2020
PRAKASAM,MARKAPUR,IDUPURU,264,17,567600,Kharif_2020
PRAKASAM,KONDAPI,NENNURUPADU,407,34,875050,Kharif_2020
PRAKASAM,VELIGANDLA,P.RALLAPALLI,1904.5,103,4094675,Kharif_2020
PRAKASAM,BALLIKURAVA,VAIDENA,239,10,513850,Kharif_2020
PRAKASAM,GIDDALUR,THIMMAPURAM,316.5,33,680475,Kharif_2020
PRAKASAM,KANIGIRI-U,HUSSAINPURAM,102,3,520200,Rabi_2020
PRAKASAM,PCPALLI,MUDDAPADU,194.5,9,418175,Kharif_2020
PRAKASAM,MARTUR,DARSI,1203,11,2225550,Rabi_2020
PRAKASAM,MUNDLAMURU,NUZELLAPALLI,34.5,2,74175,Kharif_2020
PRAKASAM,SANTHAMAGULUR,ELCHURU1,81.5,6,175225,Kharif_2020
PRAKASAM,JANAKAVARAMPANGULURU,BUDAWADA,703.5,8,1301475,Rabi_2020
PRAKASAM,KURICHEDU,WESTNAYUDUPALEM,22.5,2,48375,Kharif_2020
PRAKASAM,CUMBUM,L.KOTA,40,4,86000,Kharif_2020
PRAKASAM,ADDANKI,UPPALAPADU,52,3,111800,Kharif_2020
PRAKASAM,ADDANKI,SANKHAVARAPPADU,187.5,3,346875,Rabi_2020
PRAKASAM,SNPADU,SNPADU2,22,1,47300,Kharif_2020
PRAKASAM,JANAKAVARAMPANGULURU,VALAPARLA1,18.5,1,94350,Rabi_2020
PRAKASAM,BESTAVARIPETA,PO.PALLI,40,1,86000,Kharif_2020
PRAKASAM,DONAKONDA,CHANDAVARAM,41.5,2,89225,Kharif_2020
PRAKASAM,MARRIPUDI,KAKARLA,31,1,66650,Kharif_2020
PRAKASAM,ONGOLE,VALETIVARIPALEM,4,1,20400,Rabi_2020
PRAKASAM,KOMAROLE,KOMAROLE3,1088.5,54,2340275,Kharif_2020
PRAKASAM,VELIGANDLA,RAMAGOPALAPURAM,776.5,34,1669475,Kharif_2020
PRAKASAM,TALLUR,BODDIKURAPADU,2218,89,4768700,Kharif_2020
PRAKASAM,PONNALUR,CHENNUPADU,1947.5,78,4187125,Kharif_2020
PRAKASAM,KANIGIRI,GUDIPADU,714,26,1535100,Kharif_2020
PRAKASAM,DARSI,LANKOJANAPALLI,594,35,1277100,Kharif_2020
PRAKASAM,DARSI,SAMANTHAPUDI,2000,105,4300000,Kharif_2020
PRAKASAM,TALLUR,SIVARAMAPURAM,247,13,531050,Kharif_2020
PRAKASAM,PODILI,MADALAVARIPALEM,1610,101,3461500,Kharif_2020
PRAKASAM,DONAKONDA,MALLAMPETA,69,6,148350,Kharif_2020
PRAKASAM,PCPALLI,PEDACHERLOPALLI,132.5,11,284875,Kharif_2020
PRAKASAM,CSPURAM,AYYALURIVARIPALLI,152.5,8,327875,Kharif_2020
PRAKASAM,BESTAVARIPETA,GALIZERUGULLA,344.5,24,740675,Kharif_2020
PRAKASAM,VELIGANDLA,KOTALLAPALLI,471.5,31,1013725,Kharif_2020
PRAKASAM,MARRIPUDI,GARLAPETA,261,9,561150,Kharif_2020
PRAKASAM,HMPADU,VEMULAPADU,95.5,4,205325,Kharif_2020
PRAKASAM,PODILI,PODILI3,25,1,53750,Kharif_2020
PRAKASAM,KOMAROLE,KOMAROLE2,310,20,666500,Kharif_2020
PRAKASAM,CHIMAKURTHY,RAMACHANDRAPURAM,904,33,1943600,Kharif_2020
PRAKASAM,PONNALUR,CHERUKUR,1202,43,2584300,Kharif_2020
PRAKASAM,PODILI,SUDANAGUNTA,2278.5,72,4898775,Kharif_2020
PRAKASAM,GUDLURU,GUDLURU1,312.5,19,671875,Kharif_2020
PRAKASAM,CSPURAM,BOYAMADUGULA,365.5,20,785825,Kharif_2020
PRAKASAM,CSPURAM,VATLABAYALU,1245.5,75,2677825,Kharif_2020
PRAKASAM,PODILI,KONDAYAPALEM,913,75,1962950,Kharif_2020
PRAKASAM,KOMAROLE,CHINTHALAPALLI,989.5,48,2127425,Kharif_2020
PRAKASAM,MUNDLAMURU,MUNDLAMUR,518,32,1113700,Kharif_2020
PRAKASAM,MUNDLAMURU,SANKARAPURAM,169,11,363350,Kharif_2020
PRAKASAM,KURICHEDU,WESTGANGAVARAM,43.5,5,93525,Kharif_2020
PRAKASAM,BALLIKURAVA,MUKTHESWARAM,391.5,26,841725,Kharif_2020
PRAKASAM,TRIPUTANTHAKAM,MUDIVEMULA,221,17,475150,Kharif_2020
PRAKASAM,KANIGIRI,POLAVARAM,168,9,361200,Kharif_2020
PRAKASAM,PONNALUR,PONNALUR,37,2,79550,Kharif_2020
PRAKASAM,CSPURAM,R.K.PALLI,296.5,10,637475,Kharif_2020
PRAKASAM,KONDAPI,MUGACHINTHALA,99.5,5,213925,Kharif_2020
PRAKASAM,PODILI,PAMULAPADU,830,36,1784500,Kharif_2020
PRAKASAM,SNPADU,ENDLURU,49,3,249900,Rabi_2020
PRAKASAM,SNPADU,M.VEMULAPADU,227.5,11,1160250,Rabi_2020
PRAKASAM,BALLIKURAVA,VAIDENA,3160,22,5846000,Rabi_2020
PRAKASAM,MARTUR,KOLALAPUDI,1040.5,14,1924925,Rabi_2020
PRAKASAM,BALLIKURAVA,KONIDENA,483,4,893550,Rabi_2020
PRAKASAM,MARTUR,VALAPARLA1,428.5,29,2185350,Rabi_2020
PRAKASAM,KURICHEDU,KALLURU,10,1,21500,Kharif_2020
PRAKASAM,MUNDLAMURU,PASUPUGALLU,249.5,3,461575,Rabi_2020
PRAKASAM,MARTUR,DRONADULA2,429.5,6,794575,Rabi_2020
PRAKASAM,MARTUR,VALAPARLA2,529,6,978650,Rabi_2020
PRAKASAM,JANAKAVARAMPANGULURU,KONDAMURU,330,4,610500,Rabi_2020
PRAKASAM,GUDLURU,CHIMIDITHIPADU,72.5,4,155875,Kharif_2020
PRAKASAM,KANIGIRI,BADUGULERU,215.5,6,463325,Kharif_2020
PRAKASAM,VVPALEM,KALAVALLA,71.5,6,153725,Kharif_2020
PRAKASAM,ARDHAVEEDU,MOKSHAGUNDAM,8,1,17200,Kharif_2020
PRAKASAM,CUMBUM,KANDULAPURAM1,142,9,724200,Rabi_2020
PRAKASAM,MARTUR,JONNATHALI,47,1,86950,Rabi_2020
PRAKASAM,CUMBUM,RAVIPADU,31.5,3,67725,Kharif_2020
PRAKASAM,SNPADU,RUDRAVARAM,160.5,1,818550,Rabi_2020
PRAKASAM,,KONAPALLI,40,1,86000,Kharif_2020
PRAKASAM,PODILI,YELURU,65.5,5,140825,Kharif_2020
PRAKASAM,MARTUR,JONNATHALI,19,1,96900,Rabi_2020
PRAKASAM,SANTHAMAGULUR,PATTEPURAM,18.5,1,39775,Kharif_2020
PRAKASAM,BESTAVARIPETA,BESTAVARIPETA1,5,1,10750,Kharif_2020
PRAKASAM,SNPADU,SNPADU2,15,1,76500,Rabi_2020
PRAKASAM,BALLIKURAVA,GUNTUPALLI,1015.5,40,2183325,Kharif_2020
PRAKASAM,DARSI,KORLAMADUGU,2833.5,120,6092025,Kharif_2020
PRAKASAM,MUNDLAMURU,JAMMALAMADAKA,117.5,9,252625,Kharif_2020
PRAKASAM,GUDLURU,DARAKANIPADU,284,19,610600,Kharif_2020
PRAKASAM,GIDDALUR,UYYALAWADA,563,46,1210450,Kharif_2020
PRAKASAM,GIDDALUR,PODALAKONDAPALLI,621,52,1335150,Kharif_2020
PRAKASAM,KURICHEDU,PEDDAVARAM,192.5,14,413875,Kharif_2020
PRAKASAM,BESTAVARIPETA,MOKSHAGUNDAM,973.5,89,2093025,Kharif_2020
PRAKASAM,HMPADU,HAZEEPURAM,125.5,13,269825,Kharif_2020
PRAKASAM,BESTAVARIPETA,KONAPALLI,606,33,1302900,Kharif_2020
PRAKASAM,VELIGANDLA,P.N.VARAM,1687,73,3627050,Kharif_2020
PRAKASAM,BESTAVARIPETA,BASINEPALLI,112.5,8,241875,Kharif_2020
PRAKASAM,KOMAROLE,ALLINAGARAM,58,4,124700,Kharif_2020
PRAKASAM,CSPURAM,CHANDRASEKHARAPURAM1,11.5,3,24725,Kharif_2020
PRAKASAM,PONNALUR,KOTAPADU,143,8,307450,Kharif_2020
PRAKASAM,LINGASAMUDRAM,CHINAPAVANI,603,24,1296450,Kharif_2020
PRAKASAM,BESTAVARIPETA,MPCHERUVU,502,22,1079300,Kharif_2020
PRAKASAM,TALLUR,TALLUR2,151.5,7,325725,Kharif_2020
PRAKASAM,PODILI,KAMBALAPADU,717.5,35,1542625,Kharif_2020
PRAKASAM,DONAKONDA,POLEPALLI,1435.5,99,3086325,Kharif_2020
PRAKASAM,MARRIPUDI,GUNDLASAMUDRAM,572.5,33,1230875,Kharif_2020
PRAKASAM,BESTAVARIPETA,PUSALAPADU,185,16,397750,Kharif_2020
PRAKASAM,MARRIPUDI,MARRIPUDI,781,65,1679150,Kharif_2020
PRAKASAM,SANTHAMAGULUR,SAJJAPURAM,1454,73,3126100,Kharif_2020
PRAKASAM,BALLIKURAVA,CHENNUPALLI,674,23,1449100,Kharif_2020
PRAKASAM,KOMAROLE,DADDAWADA,167,11,359050,Kharif_2020
PRAKASAM,LINGASAMUDRAM,MUTYALAPADU,628,32,1350200,Kharif_2020
PRAKASAM,BALLIKURAVA,AMBADIPUDI,806.5,37,1733975,Kharif_2020
PRAKASAM,VELIGANDLA,HUSSAINPURAM,1031.5,23,5260650,Rabi_2020
PRAKASAM,BALLIKURAVA,K.V.PALEM,2707,24,5007950,Rabi_2020
PRAKASAM,HMPADU,LINGAMGUNTLA,26,3,55900,Kharif_2020
PRAKASAM,SNPADU,ENIKAPADU,4.5,1,9675,Kharif_2020
PRAKASAM,ADDANKI,KOTIKALAPUDI,73.5,5,158025,Kharif_2020
PRAKASAM,DONAKONDA,MANGINAPUDI,255,14,548250,Kharif_2020
PRAKASAM,BALLIKURAVA,KOPPERAPADU,285.5,13,613825,Kharif_2020
PRAKASAM,ONGOLE,CHEJARLA,114.5,5,583950,Rabi_2020
PRAKASAM,SANTHAMAGULUR,ELCHURU3,53,4,113950,Kharif_2020
PRAKASAM,INKOLLU,NAGANDLA,300,5,555000,Rabi_2020
PRAKASAM,PONNALUR,MALAPADU,102.5,4,220375,Kharif_2020
PRAKASAM,RACHERLA,YADAVALLI,50,2,107500,Kharif_2020
PRAKASAM,KOMAROLE,THATICHERLA,78,5,167700,Kharif_2020
PRAKASAM,LINGASAMUDRAM,THIMMAREDDYPALEM,96.5,7,207475,Kharif_2020
PRAKASAM,GUDLURU,BASIREDDYPLAEM,166,14,356900,Kharif_2020
PRAKASAM,TALLUR,LAKKAVARAM,75.5,5,162325,Kharif_2020
PRAKASAM,SNPADU,MANGAMURU,21,3,107100,Rabi_2020
PRAKASAM,ADDANKI,KALAVAKURU,176,2,325600,Rabi_2020
PRAKASAM,BALLIKURAVA,MUKTHESWARAM,329,4,608650,Rabi_2020
PRAKASAM,MARTUR,RAJUGARIPALEM,22,1,40700,Rabi_2020
PRAKASAM,MARTUR,CHIMMIRIBANDA,11,1,23650,Kharif_2020
PRAKASAM,PODILI,TALAMALLA,37.5,3,80625,Kharif_2020
PRAKASAM,CSPURAM,PEDARAJUPALEM,12,1,25800,Kharif_2020
PRAKASAM,PCPALLI,MURUGUMMI,36,1,77400,Kharif_2020
PRAKASAM,MARRIPUDI,CHIMATA,19,1,40850,Kharif_2020
PRAKASAM,CHIMAKURTHY,TORRAGUDIPADU,793,19,1704950,Kharif_2020
PRAKASAM,ADDANKI,CHINNAKOTHAPALLI,457,29,982550,Kharif_2020
PRAKASAM,CHIMAKURTHY,GONUGUNTA,463.5,21,996525,Kharif_2020
PRAKASAM,MARRIPUDI,ANKEPALLI,301.5,20,648225,Kharif_2020
PRAKASAM,MUNDLAMURU,VEMULA1,1422.5,66,3058375,Kharif_2020
PRAKASAM,DARSI,PEDAVUYYALAWADA,817.5,48,1757625,Kharif_2020
PRAKASAM,KKMITLA,PEDARIKATLA,129.5,8,278425,Kharif_2020
PRAKASAM,HMPADU,KUTAGUNDLA,792,33,1702800,Kharif_2020
PRAKASAM,ARDHAVEEDU,ARDHAVEEDU,78,9,167700,Kharif_2020
PRAKASAM,CSPURAM,NALLAMADUGULA,158.5,11,340775,Kharif_2020
PRAKASAM,MARRIPUDI,DHARMAVARAM,242,10,520300,Kharif_2020
PRAKASAM,PODILI,PODILI1,252,15,541800,Kharif_2020
PRAKASAM,KKMITLA,MUNAGAPADU,170,9,365500,Kharif_2020
PRAKASAM,CUMBUM,CUMBUM1,20,1,102000,Rabi_2020
PRAKASAM,BALLIKURAVA,CHENNUPALLI,363.5,5,672475,Rabi_2020
PRAKASAM,MARTUR,VALAPARLA1,740.5,10,1369925,Rabi_2020
PRAKASAM,KOMAROLE,NALLAGUNTLA,758.5,61,1630775,Kharif_2020
PRAKASAM,TALLUR,VELUGUVARIPALEM,270.5,16,581575,Kharif_2020
PRAKASAM,GUDLURU,GUNDLAPALEM,225.5,15,484825,Kharif_2020
PRAKASAM,DARSI,CHANDALURU,181,15,389150,Kharif_2020
PRAKASAM,MARTUR,KONANKI,333.5,19,1700850,Rabi_2020
PRAKASAM,BALLIKURAVA,AMBADIPUDI,1326.5,16,2454025,Rabi_2020
PRAKASAM,RACHERLA,GUDIMETTA,149.5,13,321425,Kharif_2020
PRAKASAM,GIDDALUR,NARAVA,92,6,197800,Kharif_2020
PRAKASAM,CSPURAM,AKOTHAPALLI,28.5,1,61275,Kharif_2020
PRAKASAM,MARTUR,BOBBEPALLI,370,3,684500,Rabi_2020
PRAKASAM,KANDUKUR,MACHAVARAM,73.5,4,158025,Kharif_2020
PRAKASAM,ONGOLE,VALETIVARIPALEM,38,2,193800,Rabi_2020
PRAKASAM,PCPALLI,PEDAIRLAPADU,36,1,77400,Kharif_2020
SPSR NELLORE,SEETHARAMAPURAM,BASINNEPALLE,364,17,782600,Kharif_2020
SPSR NELLORE,SEETHARAMAPURAM,MARAMREDDYPALLI,225.5,13,484825,Kharif_2020
SPSR NELLORE,ANUMASAMUDRAM PETA,RAJAVOLU,232.5,10,1185750,Rabi_2020
SPSR NELLORE,MARRIPADU,BUDAWADA,54.5,2,117175,Kharif_2020
SPSR NELLORE,MARRIPADU,CHILAKAPADU,9,1,19350,Kharif_2020
SPSR NELLORE,DUTTALUR,NARRAWADA,190,8,969000,Rabi_2020
SPSR NELLORE,SEETHARAMAPURAM,BALAYAPALLE,135,5,290250,Kharif_2020
SPSR NELLORE,KALUVOYA,THOPUGUNTA,4151,103,8924650,Kharif_2020
SPSR NELLORE,MARRIPADU,KAMPASAMUDRAM,872.5,47,1875875,Kharif_2020
SPSR NELLORE,ATMAKUR,NUVVURUPADU,40,2,86000,Kharif_2020
SPSR NELLORE,KALIGIRI,KRISHNAREDDYPALEM,49.5,2,252450,Rabi_2020
SPSR NELLORE,MARRIPADU,BRAHMANAPALLI,60,2,129000,Kharif_2020
SPSR NELLORE,DUTTALUR,BRAHMESWARAM,178,11,907800,Rabi_2020
SPSR NELLORE,ATMAKUR,CHERLOYADAVALLI,141,5,719100,Rabi_2020
SPSR NELLORE,VARIKUNTAPADU,PEDDIREDDYPALLY,313,13,672950,Kharif_2020
SPSR NELLORE,MARRIPADU,SINGANAPALLI,180.5,4,388075,Kharif_2020
SPSR NELLORE,KALUVOYA,UYYALAPALLI,47.5,3,102125,Kharif_2020
SPSR NELLORE,KONDAPURAM,VELIGNDALA,24,1,51600,Kharif_2020
SPSR NELLORE,ATMAKUR,BOYALACHIRUVELLA,649,32,3309900,Rabi_2020
SPSR NELLORE,KONDAPURAM,NEKUNAMPET,659,13,1416850,Kharif_2020
SPSR NELLORE,ANANTHASAGARAM,PATHALAPALLI,72.5,3,155875,Kharif_2020
SPSR NELLORE,MARRIPADU,PONGURU,26,3,55900,Kharif_2020
SPSR NELLORE,CHEJERLA,NAGULAVELLATURU,81.5,3,175225,Kharif_2020
SPSR NELLORE,ANANTHASAGARAM,KAMIREDDYPADU,387.5,5,833125,Kharif_2020
SPSR NELLORE,RAPUR,PODALAKURU2,19.5,2,137475,Rabi_2020
SPSR NELLORE,DUTTALUR,DUTTALURU1,1004.5,46,5122950,Rabi_2020
SPSR NELLORE,DUTTALUR,BODUVARIPALLI,853,40,4350300,Rabi_2020
SPSR NELLORE,UDAYAGIRI,VENGALARAONAGAR,192,14,412800,Kharif_2020
SPSR NELLORE,CHEJERLA,PADERU,32,1,68800,Kharif_2020
SPSR NELLORE,GUDUR,PODALAKURU2,22,2,155100,Rabi_2020
SPSR NELLORE,KALUVOYA,CHINAGOPAVARAM,79,3,169850,Kharif_2020
SPSR NELLORE,DUTTALUR,DUTTALURU2,2885.5,129,14716050,Rabi_2020
SPSR NELLORE,UDAYAGIRI,BANDAGANIPALLI,679.5,39,1460925,Kharif_2020
SPSR NELLORE,KALUVOYA,TELUGURAYAPURAM,3032.5,46,6519875,Kharif_2020
SPSR NELLORE,SEETHARAMAPURAM,SINGAREDDYPALLI,194.5,18,418175,Kharif_2020
SPSR NELLORE,SEETHARAMAPURAM,AYYAVARIPALLI,213.5,13,459025,Kharif_2020
SPSR NELLORE,VENKATAGIRI,THOPUGUNTA,92,2,197800,Kharif_2020
SPSR NELLORE,UDAYAGIRI,UDAYAGIRI2,99,6,212850,Kharif_2020
SPSR NELLORE,SYDAPURAM,PODALAKURU2,22,1,155100,Rabi_2020
SPSR NELLORE,VARIKUNTAPADU,VIRUVURU,482.5,33,2460750,Rabi_2020
SPSR NELLORE,SEETHARAMAPURAM,PABBULETIPALLE,369,21,793350,Kharif_2020
SPSR NELLORE,UDAYAGIRI,SAKUNAPALLI,297,10,638550,Kharif_2020
SPSR NELLORE,KALUVOYA,MADANNAGARIPALLI,1022.5,35,2198375,Kharif_2020
SPSR NELLORE,ATMAKUR,MURUGALLA,120,7,612000,Rabi_2020
SPSR NELLORE,KALUVOYA,CHEEPINAPI,303.5,7,652525,Kharif_2020
SPSR NELLORE,KALIGIRI,KALIGIRI2,181,10,923100,Rabi_2020
SPSR NELLORE,NELLORE-U,PODALAKURU2,10,1,70500,Rabi_2020
SPSR NELLORE,SEETHARAMAPURAM,NEMALLADINNE,688,16,1479200,Kharif_2020
SPSR NELLORE,KALUVOYA,KANUPURUPALLI,147.5,4,317125,Kharif_2020
SPSR NELLORE,ANUMASAMUDRAM PETA,ANUMASAMUDRAM,53,4,270300,Rabi_2020
SPSR NELLORE,CHEJERLA,YANAMADALA,245.5,8,527825,Kharif_2020
SRIKAKULAM,RANASTHALAM,MARUVADA,143.5,7,265475,Kharif_2020
SRIKAKULAM,LAVERU,MURAPAKA1,414,7,765900,Rabi_2020
SRIKAKULAM,PONDURU,PONDURU2,37,2,68450,Kharif_2020
SRIKAKULAM,ETCHERLA,S.S.R.PURAM,22,1,40700,Kharif_2020
SRIKAKULAM,RAJAM,KONDAMPETA,44,1,81400,Kharif_2020
SRIKAKULAM,G.SIGADAM,JADA,2263,91,4186550,Kharif_2020
SRIKAKULAM,PONDURU,DALLIPETA,1491,67,2758350,Kharif_2020
SRIKAKULAM,PONDURU,MALAKAM,975,49,1803750,Kharif_2020
SRIKAKULAM,G.SIGADAM,G.SIGADAM,790.5,38,1462425,Kharif_2020
SRIKAKULAM,RANASTHALAM,RANASTHALAM1,2852,145,5276200,Kharif_2020
SRIKAKULAM,G.SIGADAM,JAGANNADHAVALASA,1929,76,3568650,Kharif_2020
SRIKAKULAM,LAVERU,ADAPAKA,1282.5,82,2372625,Kharif_2020
SRIKAKULAM,LAVERU,KOTHAKUNKAM,2286.5,86,4230025,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,AMBAKHANDI2,65,6,120250,Kharif_2020
SRIKAKULAM,G.SIGADAM,DALEMRAJUVALASA,1867,76,3453950,Kharif_2020
SRIKAKULAM,RAJAM,POGIRI1,1110.5,50,2054425,Kharif_2020
SRIKAKULAM,G.SIGADAM,T.D.VALASA,940.5,52,1739925,Kharif_2020
SRIKAKULAM,LAVERU,GURRALAPALEM(CENTRALLOCATION),1454.5,70,2690825,Kharif_2020
SRIKAKULAM,LAVERU,LAVERU1,1648,55,3048800,Kharif_2020
SRIKAKULAM,LAVERU,LAKSHMIPURAM,389.5,23,720575,Kharif_2020
SRIKAKULAM,VANGARA,BAGEMPETA,296,18,547600,Kharif_2020
SRIKAKULAM,ETCHERLA,CHILAKAPALEM,487,25,900950,Kharif_2020
SRIKAKULAM,RAJAM,GURAVAM,765,9,1415250,Rabi_2020
SRIKAKULAM,G.SIGADAM,METTAVALASA,945,57,1748250,Kharif_2020
SRIKAKULAM,RANASTHALAM,YERRAVARAM,580,30,1073000,Kharif_2020
SRIKAKULAM,LAVERU,KOTHAKUNKAM,580.5,11,1073925,Rabi_2020
SRIKAKULAM,VANGARA,MARUVADA,225,7,416250,Rabi_2020
SRIKAKULAM,RANASTHALAM,PATHARALAPALLI,237.5,4,439375,Rabi_2020
SRIKAKULAM,PONDURU,PONDURU3,214.5,7,396825,Kharif_2020
SRIKAKULAM,G.SIGADAM,PENTA,508,6,939800,Rabi_2020
SRIKAKULAM,LAVERU,KOTHAKOTA,149.5,2,276575,Rabi_2020
SRIKAKULAM,VANGARA,TALAGAM,363,6,671550,Rabi_2020
SRIKAKULAM,PONDURU,NANDIVADA,195,7,360750,Kharif_2020
SRIKAKULAM,PONDURU,DALLIPETA,33,1,61050,Rabi_2020
SRIKAKULAM,VANGARA,SRIHARIPURAM,616,26,1139600,Kharif_2020
SRIKAKULAM,G.SIGADAM,SANTHAVURITY,1665.5,60,3081175,Kharif_2020
SRIKAKULAM,LAVERU,BUDATHAVALASA,457.5,17,846375,Rabi_2020
SRIKAKULAM,RANASTHALAM,KONDAMULAGAM,353.5,16,653975,Kharif_2020
SRIKAKULAM,RAJAM,VOMMI,189.5,11,350575,Kharif_2020
SRIKAKULAM,LAVERU,KESAVARAYUNIPALEM,515,21,952750,Rabi_2020
SRIKAKULAM,LAVERU,KESAVARAYUNIPALEM,449,15,830650,Kharif_2020
SRIKAKULAM,SANTHAKAVITI,CHITTARIPURAM,47.5,4,87875,Kharif_2020
SRIKAKULAM,G.SIGADAM,SEETHAMPETA,693.5,45,1282975,Kharif_2020
SRIKAKULAM,PONDURU,RAPAKA1,113.5,3,209975,Rabi_2020
SRIKAKULAM,LAVERU,GURRALAPALEM(CENTRALLOCATION),195,3,360750,Rabi_2020
SRIKAKULAM,RANASTHALAM,PYDIBHEEMAVARAM1,87,2,160950,Kharif_2020
SRIKAKULAM,PONDURU,VRGUDEM,140,2,259000,Rabi_2020
SRIKAKULAM,R.AMADALAVALASA,SARASANAPALLI,1525.5,58,2822175,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,KODISA,1355.5,68,2507675,Kharif_2020
SRIKAKULAM,G.SIGADAM,DEVARAVALASA,2712,95,5017200,Kharif_2020
SRIKAKULAM,G.SIGADAM,PALAKHANDYAM,514.5,42,951825,Kharif_2020
SRIKAKULAM,LAVERU,VENKATAPURAM,1204,57,2227400,Kharif_2020
SRIKAKULAM,RAJAM,SYAMPURAM,360.5,15,666925,Kharif_2020
SRIKAKULAM,G.SIGADAM,NIDDAM,1782.5,68,3297625,Kharif_2020
SRIKAKULAM,PONDURU,DHARMAPURAM,469.5,24,868575,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,PARAMPETA,269.5,15,498575,Kharif_2020
SRIKAKULAM,RANASTHALAM,J.R.PURAM1,825.5,26,1527175,Kharif_2020
SRIKAKULAM,PONDURU,VRGUDEM,432,14,799200,Kharif_2020
SRIKAKULAM,VANGARA,MADDUVALASA,580.5,35,1073925,Kharif_2020
SRIKAKULAM,G.SIGADAM,G.KANCHARAM,583.5,29,1079475,Kharif_2020
SRIKAKULAM,VANGARA,SIVVAM,111,6,205350,Kharif_2020
SRIKAKULAM,LAVERU,LAVERU2,1459.5,31,2700075,Rabi_2020
SRIKAKULAM,LAVERU,BEJJIPURAM,1091.5,19,2019275,Rabi_2020
SRIKAKULAM,G.SIGADAM,JADA,1722.5,45,3186625,Rabi_2020
SRIKAKULAM,RANASTHALAM,J.R.PURAM1,527.5,7,975875,Rabi_2020
SRIKAKULAM,VANGARA,KINJANGI,744,29,1376400,Kharif_2020
SRIKAKULAM,PONDURU,PONDURU3,233.5,11,431975,Rabi_2020
SRIKAKULAM,KOTHURU,KARLEMMA,507,14,937950,Kharif_2020
SRIKAKULAM,RAJAM URBAN,KONDAMPETA,247.5,20,457875,Kharif_2020
SRIKAKULAM,G.SIGADAM,VANDRANGI,251.5,12,465275,Kharif_2020
SRIKAKULAM,LAVERU,MURAPAKA2,118.5,6,219225,Kharif_2020
SRIKAKULAM,G.SIGADAM,G.SIGADAM,298,4,551300,Rabi_2020
SRIKAKULAM,HIRAMANDALAM,AMBHAVILLI,241,5,445850,Rabi_2020
SRIKAKULAM,GARA,AMPOLU2,12.5,1,23125,Kharif_2020
SRIKAKULAM,PONDURU,KOTIPALLI,988.5,70,1828725,Kharif_2020
SRIKAKULAM,PONDURU,PONDURU1,323,13,597550,Kharif_2020
SRIKAKULAM,G.SIGADAM,PUNNAM,890.5,39,1647425,Kharif_2020
SRIKAKULAM,VANGARA,MAGGURU,80.5,5,148925,Kharif_2020
SRIKAKULAM,RAJAM,POGIRI2,1709.5,90,3162575,Kharif_2020
SRIKAKULAM,PONDURU,RAPAKA2,472,28,873200,Kharif_2020
SRIKAKULAM,RANASTHALAM,TEPPALAVALASA,2603.5,120,4816475,Kharif_2020
SRIKAKULAM,LAVERU,GURUGUBELLI,2077.5,76,3843375,Kharif_2020
SRIKAKULAM,G.SIGADAM,DALEMRAJUVALASA,782.5,14,1447625,Rabi_2020
SRIKAKULAM,R.AMADALAVALASA,AMBAKHANDI1,40.5,3,74925,Kharif_2020
SRIKAKULAM,RANASTHALAM,J.R.PURAM2,1589,45,2939650,Kharif_2020
SRIKAKULAM,PONDURU,THOLAPI,664,45,1228400,Kharif_2020
SRIKAKULAM,RANASTHALAM,VALLABHARAOPETA,245,11,453250,Rabi_2020
SRIKAKULAM,RANASTHALAM,TEPPALAVALASA,533,17,986050,Rabi_2020
SRIKAKULAM,RAJAM,KANCHARAM1,43.5,3,80475,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,UNUKURU,192,16,355200,Kharif_2020
SRIKAKULAM,RANASTHALAM,KOTCHERLA,21,1,38850,Kharif_2020
SRIKAKULAM,RAJAM URBAN,GURAVAM,78.5,2,145225,Kharif_2020
SRIKAKULAM,VANGARA,M.S.R.PURAM,169.5,4,313575,Rabi_2020
SRIKAKULAM,PONDURU,BURIDIKANCHARAM,1790,106,3311500,Kharif_2020
SRIKAKULAM,RANASTHALAM,KOVVADAMATSALESAM,652,28,1206200,Kharif_2020
SRIKAKULAM,PONDURU,THANDYAM,2582,125,4776700,Kharif_2020
SRIKAKULAM,VANGARA,ARASADA,344.5,18,637325,Kharif_2020
SRIKAKULAM,VANGARA,KONANGIPADU,310.5,13,574425,Kharif_2020
SRIKAKULAM,R.AMADALAVALASA,PEDASIRLAM,446.5,27,826025,Kharif_2020
SRIKAKULAM,PONDURU,DALLAVALASA,1373.5,101,2540975,Kharif_2020
